,label,name,party,wahlkreis,x,y,0,1,2,3,4,5,6,7,digital,familie,natur,arbeit
20,nadije-memedi,Nadije Memedi,DIE LINKE,Cuxhaven - Stade II,199.30302,130.66891,0.007976600948402949,0.0047144026038819144,0.07893669519280469,0.033089109759365784,0.0,0.0621892746740321,0.02210847919403457,0.0001869278551219066,0.002188540632669178,0.038349981857340655,0.0463378940504717,0.041465579068781934
21,heiko-miras,Heiko Miraß,SPD,Mecklenburgische Seenplatte I - Vorpommern-Greifswald II,427.526,-545.60645,0.13982790352598184,0.010231669481994877,0.0,0.0,0.0,0.0,0.1810037737808312,0.0,0.006819619687152796,0.10779302490389717,0.016587413498871634,0.06874160097813202
22,pascal-meiser,Pascal Meiser,DIE LINKE,Berlin-Friedrichshain-Kreuzberg - Prenzlauer Berg Ost,323.4632,434.3225,0.025508019520168453,0.0326670100708781,0.1555114053173447,0.0,0.0,0.0,0.04627689904931747,0.02142293464246541,0.014722397455085384,0.03167744449690281,0.0,0.10080812308013452
23,agnes-hasenjager,Agnes Hasenjäger,DIE LINKE,Rotenburg I - Heidekreis,-111.464264,468.92014,0.0,0.07283465324337085,0.1050156645721881,0.0696478837242509,0.030078979904903595,0.0,0.0708893472095552,0.0,0.01582485096895601,0.01410744990061077,0.013792408259071841,0.08270916237750571
24,britta-walthelm,Britta Walthelm,DIE GRÜNEN,Nürnberg-Nord,493.09528,-312.16708,0.007269585746939686,0.02659627860404051,0.0,0.0,0.0,0.4966954454507577,0.0,0.0,0.027489865049699143,0.09534209373837896,0.2120010799056911,0.061527314175597016
25,annette-heidrich,Annette Heidrich,SPD,Altötting,721.65533,102.160805,0.10965140133928224,0.10195181638447466,0.0,0.08334122869389858,0.029302542939606917,0.007572187276830908,0.04732402517383368,0.05194397148027784,0.01906196432742564,0.11164359002077733,0.008888719745072035,0.131919586760242
26,andreas-steier,Andreas Steier,CDU,Trier,-73.32187,-546.56885,0.0,0.0,0.0,0.0,0.0,0.0,0.13437014205438713,0.11973590779124126,0.060396512152408835,0.012536401555372721,0.0,0.01102558442216097
27,markus-brem,Dr. Markus Brem,FREIE WÄHLER,Augsburg-Land,-576.14575,-64.45754,0.006076365715882162,0.0,0.044500553514840016,0.11318643511882645,0.023232649872798064,0.039458567399274884,0.07278371424539631,0.024125239879142068,0.03326081484019741,0.040075622257490416,0.035831992340619935,0.002420135399389325
28,christine-lambrecht,Christine Lambrecht,SPD,Bergstraße,815.70294,-166.35442,0.172187246164373,0.0016587567259320655,0.08027067487688364,0.02070016990334236,0.0,0.0,0.003583435659700379,0.008500388515613098,0.01100586346365335,0.14564367312723556,0.0031317218042565638,0.07299812250627351
29,sahra-mirow,Sahra Mirow,DIE LINKE,Heidelberg,686.80835,422.28595,0.0,0.1606839656788845,0.10970082916607056,0.0,0.0,0.0,0.0,0.009804622327076549,0.022029645427526855,0.010747703456163564,0.0,0.19099595887416226
30,harald-becker,Harald Becker,Tierschutzallianz,Rottweil - Tuttlingen,-658.88696,244.26794,0.0,0.0282452068008414,0.0,0.12334137955204436,0.0,0.012443325805704123,0.0,0.017098464811392874,0.005013431880289493,0.0167530054690524,0.023080543920934348,0.033822919614432116
31,thomas-hasel,Thomas Hasel,Parteilos,Berlin-Friedrichshain-Kreuzberg - Prenzlauer Berg Ost,-111.57917,536.7868,0.0,0.0,0.19848039816496488,0.15247082874474202,0.0,0.0,0.0,0.054503108371897716,0.02935399626371045,0.04740156966764235,0.016099017155012663,0.046487749904958436
32,dennis-nusser,Dennis Nusser,FDP,Heidelberg,-382.3487,-642.6004,0.11462411638861796,0.0,0.0,0.0,0.0,0.0,0.0,0.2010395790998609,0.07446446036971488,0.1932088163221429,0.0382503612859151,0.04721319203737676
33,manfred-ebel,Manfred Ebel,DKP,Dahme-Spreewald - Teltow-Fläming III - Oberspreewald-Lausitz I,-25.339329,560.5582,0.0,0.0048028805260094684,0.13367472882540232,0.02835888845974415,0.14290670003091566,0.008984138409380199,0.0,0.0,0.0,0.018063882122649647,0.02205719557623865,0.029343439158055512
34,esther-isaak-de-schmidt-bohlander,Esther Isaak de Schmidt-Bohländer,DIE PARTEI,Hamburg-Wandsbek,-213.86624,100.74519,0.01074031114294028,0.0,0.013340143499128486,0.03307479526730517,0.0,0.001230960534172531,0.0,0.009719974563779557,0.0,0.0,0.0038884791478023353,0.002924377965559355
35,tilo-hellmann,Tilo Hellmann,DIE LINKE,Meißen,967.67847,-78.185265,0.19934123668236173,0.1320414948640305,0.0,0.0,0.0,0.025419070002868683,0.0,0.0,0.0,0.20795329999150405,0.01871514901638249,0.16517447806084318
36,leon-hahn,Leon Hahn,SPD,Bodensee,-41.343437,-390.77927,0.07884664986014185,0.014245146854381966,0.11891929233476856,0.0,0.0,0.014814948102553004,0.0,0.15380342448713327,0.07278537794348976,0.10600621267364106,0.05285640329676587,0.10479008499433712
37,roland-panter,Roland Panter,DIE GRÜNEN,Hannover-Land II,-749.20264,-30.201113,0.015885658144236325,0.011627529952826962,0.084052077214655,0.1119624593735251,0.05689776226871553,0.004003946846585728,0.002270909397477789,0.09909151634955364,0.06182284661542412,0.04303568945599811,0.03713637358445683,0.06091195450690098
38,georg-sattler,Georg Sattler,SPD,Rottweil - Tuttlingen,622.22076,72.279915,0.06995855950650763,0.07084163338304786,0.0,0.0,0.0,0.0,0.0,0.030892289774533545,0.0,0.0,0.028266823668966618,0.1243084881555006
39,margit-stumpp,Dipl. Ing. (FH) Margit Stumpp,DIE GRÜNEN,Aalen - Heidenheim,-505.3596,111.16846,0.0027036583438391844,0.0,0.0008269901911790065,0.08139140777788605,0.0,0.039248206760330785,0.0,0.030348129410244142,0.01386125931724255,0.01901266577476149,0.06975220661107671,0.0
40,gabriele-hiller-ohm,Gabriele Hiller-Ohm,SPD,Lübeck,983.7777,-140.03378,0.2347855643722514,0.09455675883782994,0.0,0.0,0.0,0.0,0.04286333020939054,0.008284832071349052,0.01366334503137728,0.1861764446606554,0.012816342844359915,0.1108677273607724
41,steffen-doebert,Steffen Doebert,Mieterpartei,Berlin-Marzahn-Hellersdorf,-562.12775,230.68044,0.014784428629649791,0.06474964962041645,0.0004075982160552426,0.11305736329437488,0.0,0.04959671340631782,0.020926448545926925,0.0,0.007660573556441945,0.014949656008535256,0.02954431694173022,0.07063257830807465
42,katrin-werner,Katrin Werner,DIE LINKE,Trier,228.3226,520.70355,0.0007322234799126885,0.0,0.20100646214342247,0.0,0.0,0.0,0.0,0.0,0.0,0.05177364308339308,0.0,0.030649402742780076
43,dr-nils-schmid,Dr. Nils Schmid,SPD,Nürtingen,599.7543,-78.89403,0.09886206455854547,0.034497222974230066,0.03241547049569655,0.014768310839094302,0.0,0.07007847573501075,0.01644795254690075,0.008007916263369412,0.0066465210640135036,0.0707439416973339,0.0,0.07596312855479614
44,pia-zimmermann,Pia Zimmermann,DIE LINKE,Helmstedt - Wolfsburg,367.1607,302.6579,0.04316600744018772,0.04944228256145016,0.10436017023809442,0.0,0.0,0.0,0.04133927480180807,0.0066225969620071325,0.0,0.008969052172582502,0.0,0.08889654891646039
45,dirk-methfessel,Dirk Methfessel,DIE LINKE,Main-Kinzig - Wetterau II - Schotten,380.94705,-151.56421,0.0,0.02044669657757273,0.05926776372570825,0.0029059002884801893,0.0,0.18544523561404488,0.07939290095669611,0.0,0.006847881851562033,0.0,0.1625386548701593,0.06513254198399769
46,florian-osner,Florian Oßner,CSU,Landshut,35.71722,-588.54706,0.06901205210425249,0.0,0.0,0.0,0.0,0.0737778939462179,0.18016162664476384,0.10896237294956876,0.040491627840385215,0.11695438278640538,0.07517913101828905,0.03111373750547585
47,dr-reinhold-reck,Dr. Reinhold Reck,ÖDP,Freising,-332.47446,-115.687996,0.01656588549024683,0.015824058161591163,0.0,0.11353261619246485,0.0,0.11557751488945542,0.02911683747537822,0.0,0.00380001188757746,0.05214644029183048,0.049788249657609376,0.03167329124504836
48,daniela-langer,Daniela Kluckert,FDP,Berlin-Pankow,-322.67133,-529.36066,0.0,0.0,0.0,0.0014192459132589285,0.0,0.03579953534895372,0.05026476246670007,0.15538836403599904,0.06953445020852549,0.01656464713305225,0.041903716105495536,0.0163655449873633
49,john-haberle,John Haberle,DIE GRÜNEN,Märkischer Kreis II,269.50848,-188.30774,0.0,0.0,0.0,0.0,0.0,0.1532383554452281,0.0049464800423152785,0.0,0.0,0.0,0.12701606044003752,0.0
50,katja-suding,Katja Suding,FDP,Hamburg-Altona,-81.58663,-223.21506,0.0598543041887368,0.0,0.0,0.035157521541283425,0.0,0.0,0.0,0.0750355842742799,0.016068635746949757,0.07889004853052849,0.008397750135036783,0.008448859751835038
51,detlef-muller,Detlef Müller,SPD,Chemnitz,787.1115,-31.303244,0.14669425818391532,0.055525080488866035,0.0,0.0,0.0,0.00465997715693807,0.05934647112097444,0.06066083569556165,0.027118642213516897,0.10125787686502626,0.009749646761995068,0.0705839134475117
52,peter-schimke,Peter Schimke,DIE LINKE,Ludwigsburg,914.3916,389.5627,0.0,0.2975280952288141,0.006847410933931773,0.0,0.0,0.0,0.0,0.0,0.011481734436278791,0.05254097361106151,0.004208085354667905,0.24881994072641664
53,heidi-beutin,Heidi Beutin,DIE LINKE,Herzogtum Lauenburg - Stormarn-Süd,-59.865337,561.1817,0.026037537628835518,0.021306767090925816,0.09830884953936822,0.018353585928946013,0.12558974126873418,0.0,0.00494303051883927,0.0,0.006555811747151668,0.03823262373605568,0.0,0.08574690777584397
54,frank-karnbach,Frank Karnbach,AfD,Darmstadt,-759.3742,384.9482,0.0,0.0,0.062324815764591625,0.18180513581212512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011245317937654532
55,doris-aschenbrenner,Dr. Doris Aschenbrenner,SPD,Coburg,56.364895,-633.8981,0.021989965639697,0.0,0.02245961829412628,0.0,0.05787524097718045,0.0,0.2067285709459525,0.0937101613023537,0.0536182139089499,0.09582293488728708,0.009801809304015,0.02343803881741802
56,klaus-ernst,Klaus Ernst,DIE LINKE,Schweinfurt,796.672,371.18164,0.0,0.19546821178991952,0.046887825475871316,0.03497009334234616,0.0,0.0048366343444862965,0.0,0.012249258267509187,0.010524275418704614,0.02019848170709247,0.0,0.1852394849029596
57,dominik-haffner,Dominik Haffner,DIE PARTEI,Bonn,-198.05415,-92.19828,0.001968413896299721,0.0009775173555219274,0.0,0.0026438710519922108,0.0,0.0,0.06987546379574988,0.0,0.0,0.0,0.0,0.0061558443546713216
58,alexander-muller-2,Alexander Müller,FDP,Rheingau-Taunus - Limburg,-374.51535,-528.7127,0.04857910113049442,0.021486971700643842,0.012269859889682927,0.002174596601146255,0.0,0.0,0.020967604850048786,0.1568305350272367,0.05994212427281807,0.1007642206713941,0.0,0.05121691552051198
59,dr-petra-sitte,Dr. Petra Sitte,DIE LINKE,Halle,227.99547,346.789,0.02625221025525231,0.029156965265986,0.1076695683561928,0.015496243102441219,0.0,0.0,0.0017355654686205468,0.0,0.006710216147727541,0.04283170852126061,0.018113157315225184,0.0803721860123631
60,jana-wolff,Jana Wolff,FREIE WÄHLER,Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I,-758.7756,420.96796,0.021994929324360903,0.0,0.07202857178939408,0.1885629985641825,0.02938587263330463,0.0,0.0,0.0,0.0,0.056175755001824285,0.016714113662341767,0.01851239817742584
61,karlheinz-binner,Karlheinz Binner,ÖDP,Weiden,-607.36896,143.33925,0.02429881176835972,0.005691343915315234,0.018495177997795063,0.10949151963814728,0.0,0.0463054332804256,0.016819020134118932,0.014022583866888988,0.0,0.03881048050741398,0.02757422261672508,0.034405022544383386
62,frank-albrecht,Frank Albrecht,FDP,Duisburg II,-526.56494,-556.8687,0.01984768843492059,0.0,0.0,0.02913461031538296,0.0,0.0,0.0,0.2252415371339301,0.0898563339189836,0.07720950245398757,0.0,0.03160882159096555
63,saskia-jurgens,Saskia Jürgens,DIE LINKE,Aalen - Heidenheim,764.71313,385.73267,0.010383791977380829,0.17811156234401662,0.06584320048334118,0.0225916275143874,0.0,0.02395751213955704,0.03860482929868996,0.0,0.0017699563991572906,0.034572611781880085,0.015686239475762916,0.1624784138003999
64,josephine-ortleb,Josephine Ortleb,SPD,Saarbrücken,775.54065,-220.22917,0.16276612929482395,0.0,0.09750576647334944,0.011290143645011163,0.0,0.0,0.06227529464674445,0.010274514694727585,0.01679627741234066,0.11219106754501026,0.004287764771941454,0.06395919340875346
65,peter-pernsteiner,Peter Pernsteiner,FDP,Erding - Ebersberg,-483.7662,230.9289,0.05044588509891421,0.03191485811510274,0.0,0.09935645374149844,0.0,0.025657215538594083,0.011622245851870707,0.014345948117437666,0.008211503460299323,0.0760483206911347,0.018048235742512374,0.03595184893681735
66,ralf-kapschack,Ralf Kapschack,SPD,Ennepe-Ruhr-Kreis II,1025.7085,-107.57482,0.2744383004292187,0.20514899765304292,0.0,0.0,0.0,0.0,0.009735118350021915,0.0,0.015524675849033632,0.20150061178078668,0.012169950464281102,0.17212091096360654
67,astrid-mannes,Dr. Astrid Mannes,CDU,Darmstadt,213.13834,-702.015,0.0,0.0,0.017876933407799715,0.01998744413142774,0.0,0.0,0.2705991294849999,0.0,0.0112264180611334,0.010906397172817814,0.0,0.011019282347812001
68,stefan-reckin,Stefan Reckin,DIE PARTEI,Oberhavel - Havelland II,-300.91605,92.64071,0.0,0.0,0.0066318408753722425,0.056685856885611466,0.0,0.0,0.006287921561769644,0.0,0.0,0.0,0.0,0.0
69,jens-low,Dipl.Ing.Forst(FH) Jens Löw,SPD,Schwarzwald-Baar,-456.03024,-134.76372,0.0037053826554561023,0.020704900967844508,0.038138585922532615,0.05098930161471741,0.0,0.04023515800569237,0.08558911888507087,0.030627823592652467,0.0013247742974994785,0.03372165878869414,0.027432912368665945,0.05839344459270275
70,thomas-dyhr,Thomas Dyhr,DIE GRÜNEN,Uckermark - Barnim I,258.3635,-68.980415,0.05432589346062365,0.0,0.0660132548077122,0.015476810489974725,0.0,0.09951299217960564,0.0,0.0,0.0,0.04717326841108137,0.11479048652673444,0.04317306073789712
71,georg-tschammer-osten,Georg Friedrich Alexander Tschammer-Osten,Parteilos,Vorpommern-Rügen - Vorpommern-Greifswald I,643.549,-37.24013,0.08868255422445853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1157516034439005,0.0,0.0
72,hannes-draeger,Hannes Draeger,DIE LINKE,Steinfurt I - Borken I,645.9088,378.1279,0.022026653982344328,0.1310665397896989,0.07623993110056808,0.010701721452327765,0.0,0.0,0.00278689951972498,0.0,0.008835875091389847,0.039863343957531855,0.0,0.12074975905594992
73,simon-pschorr,Simon Pschorr,DIE LINKE,Konstanz,372.24026,473.90756,0.01117526699364285,0.06829532837168986,0.15426079299844198,0.0,0.0,0.0,0.0,0.0,0.0041961071747473756,0.0,0.015766617731749654,0.14020405846332887
74,stefan-keuter,Diplom-Betriebswirt (FH) Stefan Keuter,AfD,Essen III,-323.65097,196.51001,0.0,0.05430007593294457,0.0,0.06904639945980405,0.0,0.0,0.0,0.0,0.0,0.021584613915459273,0.0,0.014025467990892377
75,claudia-muller,Claudia Müller,DIE GRÜNEN,Vorpommern-Rügen - Vorpommern-Greifswald I,169.50127,114.16524,0.02462635396576816,0.0,0.07338086779628132,0.004574808112575656,0.0,0.05588421748016463,0.0,0.005984538697117272,0.0,0.046499308297661135,0.04396585423170639,0.0075832300524406
76,olaf-barton,Olaf Barton,Parteilos,Warendorf,-825.68933,326.6411,0.0,0.0,0.0,0.17564565065347149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,nina-eisenhardt,Nina Eisenhardt,DIE GRÜNEN,Groß-Gerau,297.87656,-82.977295,0.0,0.0,0.07580135755308351,0.0,0.0,0.12779071417930046,0.07971559369015177,0.02062049988369988,0.01644053412756419,0.015461673201358463,0.1127899004051627,0.028523598826933907
78,marilyn-heib,Dipl. Ing. Marilyn Heib,DIE LINKE,Saarlouis,236.49971,260.1851,0.005248705997906541,0.01025017685672035,0.11243131967993956,0.008872169558205974,0.0,0.05413655825077033,0.03581089446776828,0.009152384484141069,0.0,0.010232915133180177,0.08085305333787042,0.06884699297818518
79,anke-domscheit-berg,Anke Domscheit-Berg,DIE LINKE,Brandenburg an der Havel - Potsdam-Mittelmark I - Havelland III - Teltow-Fläming I,-504.20578,-419.07004,0.0,0.0225646807785362,0.09140532546226247,0.0426839828694582,0.02414582597140288,0.0,0.009051345897747826,0.1614806605167563,0.11739120037321656,0.03290980127521678,0.0018333501074177055,0.08087908509115131
80,martin-diedenhofen,Martin Diedenhofen,SPD,Neuwied,771.4734,96.44713,0.1397463726196334,0.09140591277082843,0.050296277367089616,0.1001048228357777,0.01089587880426617,0.05475661530553082,0.11394070937816606,0.07921062535717355,0.01876135771232413,0.13331673372392536,0.048164022488244494,0.1600623125804637
81,steffen-grosse,Steffen Große,FREIE WÄHLER,Görlitz,170.17007,-469.4548,0.0221171535283818,0.0,0.0,0.017360258498256002,0.0,0.01958950423837024,0.11598533999965155,0.0,0.0,0.032879758240059634,0.008409325781160756,0.015100150293780912
82,meike-roden,Meike Roden,DIE GRÜNEN,Chemnitz,0.096521795,-86.66881,0.056350273817780384,0.0,0.02384636460964266,0.011453733042306144,0.0,0.03272888598253798,0.0442366000975782,0.0035262828537250992,0.003493133904080421,0.035567918971987036,0.01921786261313161,0.01416549897291283
83,martin-hofmann,Martin Hofmann,FDP,Weiden,-42.61824,-197.32233,0.062143518307905175,0.023322343101262168,0.013353517055894508,0.021690393372090715,0.0,0.0,0.004048778052244747,0.0717715770381761,0.018763242290560242,0.06343173218089476,0.011447088480820398,0.054221797162441014
84,hermann-siebdrat,Prof. Dr. Hermann Siebdrat,FDP,Siegen-Wittgenstein,-496.5817,-533.90045,0.0,0.024540671349110987,0.0,0.01226107529110883,0.0,0.0,0.0,0.190295629508846,0.050338519426295115,0.04356956003681155,0.009157674241730264,0.033287777114444035
85,angela-merkel,Dr. Angela Merkel,CDU,Vorpommern-Rügen - Vorpommern-Greifswald I,-452.71393,-616.2111,0.016504260322525034,0.10165581179558668,0.0,0.004129961325658658,0.0,0.02249865005190121,0.0,0.19311840200197994,0.02574100076153647,0.10157197509939372,0.009771507098107613,0.0659231873185686
86,matthias-schmidt,Matthias Schmidt,SPD,Berlin-Treptow-Köpenick,36.370865,-58.367477,0.0,0.0,0.021450277757328773,0.0,0.0,0.05094523036611398,0.035185233831992506,0.02134491410245113,0.029818272278912324,0.0,0.0,0.007125344300202971
87,christian-vey,Christian Vey,PIRATEN,Stadt Hannover I,-863.9888,176.64323,0.01144107233397022,0.0,0.0,0.15439578498944828,0.0,0.0,0.0,0.0847435172009985,0.02261937476465152,0.06578617005064946,0.0,0.0
88,johann-albrecht-rommel,Johann-Albrecht Rommel,MLPD,Neuwied,141.57779,506.68408,0.0,0.0,0.1568452694573222,0.043045037965116745,0.041530629436671115,0.0,0.02348354562599445,0.001883242401942297,0.009272498813953691,0.009946849637140504,0.007486475373359295,0.024398454471170238
89,andreas-schwarz,Andreas Schwarz,SPD,Bamberg,699.0895,-92.345566,0.10888902010104744,0.0,0.0,0.0,0.0,0.0031640782360316906,0.027404440493747653,0.02873412681826968,0.0,0.08709818189106769,0.0,0.004043603233647004
90,dr-dietmar-bartsch,Dr. Dietmar Bartsch,DIE LINKE,Rostock - Landkreis Rostock II,821.76227,330.776,0.00809199356201214,0.2232993806926261,0.0,0.02684835671071853,0.0,0.0,0.007760344853257806,0.0,0.02723200423845,0.03345969258229836,0.004024154094440087,0.1324899122473981
91,christoph-plos,Dr. Christoph Ploß,CDU,Hamburg-Nord,-516.9571,-645.62335,0.021308091413547867,0.0,0.009532943543666869,0.0,0.0,0.004684824259307606,0.001941609690485259,0.2921123477749791,0.038021871706313236,0.08012636448552153,0.010819135186852557,0.01716057928679063
92,sigrid-hupach,Sigrid Hupach,DIE LINKE,Eisenach - Wartburgkreis - Unstrut-Hainich-Kreis,222.47882,-669.9819,0.0,0.0,0.0035706317619248187,0.0,0.0,0.0,0.24432289933169965,0.0,0.0138303988636303,0.0,0.0,0.006413021960358737
93,eric-holtschke,Eric Holtschke,SPD,Vogtlandkreis,260.16714,-370.8634,0.03215096207583409,0.05612420801670941,0.0,0.0,0.0,0.12520503094539095,0.12175883115659095,0.03478435300795519,0.03606865911611603,0.023463506127864873,0.07059570734065188,0.1110391525312177
94,sandra-weeser,Sandra Weeser,FDP,Neuwied,-457.44647,-460.93195,0.04972069793680648,0.0,0.03177471057510558,0.038436869534889326,0.0,0.021532564122959074,0.0,0.16590750534274445,0.033210261079081066,0.1110139481808948,0.03116972064535412,0.023008290939863882
95,engin-eroglu,Engin Eroglu,FREIE WÄHLER,Lahn-Dill,37.72841,-509.98462,0.0578962813030105,0.0,0.0,0.07517917902975528,0.0,0.04049575433344566,0.14009002992413874,0.07267609464294945,0.0288992988002734,0.09707468651349936,0.017382620509507934,0.008503905689698455
96,toni-jaschinski,Toni Jaschinski,DIE LINKE,Mecklenburgische Seenplatte I - Vorpommern-Greifswald II,647.4986,247.28938,0.022060387822859573,0.13512757668038253,0.07849387371362622,0.0,0.03767305693408439,0.08343259315304574,0.09105269845712066,0.00911820329929193,0.013794997976569566,0.034464240438730205,0.03844916284175982,0.15056736845802213
97,bernhard-schmitt,Bernhard Schmitt,ÖDP,Aschaffenburg,-536.6362,129.17928,0.0,0.0,0.0,0.0840912258193226,0.06933024518448014,0.04367284888759637,0.0,0.013769199904272049,0.010380082113766422,0.014778930097938332,0.038120522189085904,0.006538793738431825
98,sven-kobbelt,Sven Kobbelt,FDP,Esslingen,-423.78534,-355.47635,0.030846310731299124,0.0,0.0018896769449859934,0.04637045770372215,0.0,0.0,0.002318280610205101,0.100835705337439,0.0346783827340961,0.05432378713270816,0.013802694588550964,0.008708818670026132
99,pascal-lechler,Pascal Lechler,SPD,Ostallgäu,470.25244,193.16992,0.09119679382667513,0.037419704563947664,0.09124925091281,0.041296903651004385,0.0,0.0,0.02839600053207497,0.0,0.0,0.0901552841403639,0.017506631595071945,0.07406286208435256
