,label,name,party,wahlkreis,x,y,digital,familie,demokratie,natur,arbeit
150,kurt-rieder,Kurt Rieder,ÖDP,Aachen II,-273.40704,-139.48798,0.01138942875507732,0.0731052028167635,0.05127723313011734,0.10859386171478452,0.032705748565554416
151,raik-dirk-dreher,Herr Raik Dirk Dreher,DIE GRÜNEN,Ludwigshafen/Frankenthal,-186.66425,-326.956,0.033913765825072384,0.04171986059108826,0.02604325901267279,0.025763052245537755,0.03520308270273089
152,stephan-mannseicher,Stephan Mannseicher,BAYERNPARTEI,München-Nord,665.3351,-96.96224,0.0,0.1405501889561515,0.023852938980714358,0.0,0.03457390436254857
153,henrik-jacobs,Dr. Henrik Jacobs,FDP,Hildesheim,736.8112,-8.815569,0.0,0.08054063574277645,0.0,0.0,0.09928581689098058
154,stephan-wefelscheid,Stephan Wefelscheid,FREIE WÄHLER,Trier,-460.91782,-175.17767,0.01522534503560832,0.016960782438603095,0.05792669265042937,0.020269654927694492,0.01982453938092469
155,tobias-pfluger,Tobias Pflüger,DIE LINKE,Freiburg,731.53076,395.9315,0.0,0.0,0.015220908013843884,0.02349482980183456,0.1517581037210763
156,tim-oliver-kray,Tim-Oliver Kray,ÖDP,Berlin-Mitte,-237.47159,257.70868,0.0,0.0,0.041897015150104536,0.01379469536993283,0.031616497550998504
157,josip-juratovic,Josip Juratovic,SPD,Heilbronn,809.6504,-58.26939,0.021399373134857142,0.10821866042767196,0.112951533937103,0.006544093950046575,0.05567629006967776
158,rene-pickhardt,Rene Pickhardt,PIRATEN,Mainz,-332.99347,-401.18256,0.07507395964311782,0.041531160514368,0.04286365784470822,0.0,0.017124285789867303
159,martin-schmeding,Martin Schmeding,DIE GRÜNEN,Konstanz,-735.869,38.25282,0.017014180160194473,0.0482085429577844,0.06769593860333484,0.00616201928222959,0.03997477483892475
160,emmanuel-anyangwe-ngassa,Dr. Emmanuel Ngassa,FREIE WÄHLER,Werra-Meißner - Hersfeld-Rotenburg,163.04854,-641.7521,0.007301011601251981,0.05614699673639822,0.08628324501845519,0.002675839627191926,0.015752902047763532
161,gregor-felde-bajerowitz,Gregor Felde-Bajerowitz,Parteilos,Berlin-Friedrichshain-Kreuzberg - Prenzlauer Berg Ost,-189.03491,61.987682,0.0,0.0,0.0,0.0,0.0
162,dietmar-nietan,Dietmar Nietan,SPD,Düren,912.1006,-252.95325,0.049671502205237784,0.2486801193648347,0.04585646042125156,0.014345181248354615,0.05629587350063608
163,henning-muller-spath,Henning Müller-Späth,FREIE WÄHLER,Dortmund II,-328.3611,117.26267,0.005267257966203185,0.0,0.03532646628494295,0.0,0.007116425620912305
164,katja-dorner,Katja Dörner,DIE GRÜNEN,Bonn,272.23288,-497.338,0.0014118826807324512,0.1232526978966719,0.041073172989063995,0.0541473294225505,0.01980249531071354
165,heinrich-brinker,Heinrich Brinker,DIE LINKE,Nürtingen,510.22455,230.59048,0.011937171128774798,0.0932260209679445,0.05763687943018246,0.016522401753452588,0.14720980500941785
166,dr-franziska-brantner,Dr. Franziska Brantner,DIE GRÜNEN,Heidelberg,510.9943,15.332588,0.0,0.12097840593349796,0.05619057698809537,0.012458229421080562,0.0020452606361081632
167,tassilo-timm,Tassilo Timm,MLPD,Halle,89.809494,405.1717,0.0,0.032510228493319325,0.033326801113329016,0.05254849430154146,0.019480979061826647
168,ronny-meier,Ronny Meier,Parteilos,Frankfurt (Oder) - Oder-Spree,-361.1466,227.6587,0.002511570821479359,0.027167743501262703,0.0397769381393581,0.007156231130241813,0.0494528254995092
169,claudia-ruthner,Claudia Ruthner,Parteilos,Starnberg - Landsberg am Lech,-804.7366,298.20694,0.0,0.0,0.20918223213765155,0.0,0.0
170,shahabuddin-miah,Shahabuddin Miah,DIE GRÜNEN,Soest,188.63194,358.28326,0.0,0.03816818569934551,0.007126478566932697,0.035314801153101934,0.0
171,manfred-wolfrum,Dr. Manfred Wolfrum,AfD,Salzgitter - Wolfenbüttel,-477.40515,302.9864,0.014759074966215037,0.023349930108614282,0.06321975238916677,0.0036469498249037907,0.0
172,christoph-blodner,Christoph Blödner,FDP,Dresden II - Bautzen II,-191.60242,-155.34492,0.0,0.0,0.022662420053835397,0.007911563572276084,0.0
173,daniel-kerekes,Daniel Kerekes,DIE LINKE,Essen II,346.96375,118.41047,0.05052824170784996,0.03578490866724758,0.032817406485143,0.00844683024616412,0.0900795507370416
174,ilja-kristin-seewald,Dr. Ilja-Kristin Seewald,SPD,Main-Taunus,14.096246,-340.20288,0.04645836695434377,0.12646698648460927,0.0527493358602978,0.0,0.09484181038810928
175,stefan-rebmann,Stefan Rebmann,SPD,Mannheim,669.84955,51.41555,0.009543440912554824,0.0431987932491572,0.01822616489287321,0.004409091272744587,0.09542897361031796
176,stefan-wild,Stefan Wild,AfD,Werra-Meißner - Hersfeld-Rotenburg,-229.04785,39.489,0.0,0.0,0.0,0.01596080607234223,0.0
177,carsten-antrup,Carsten Antrup,FDP,Steinfurt III,-452.03964,-380.77158,0.054841290572040464,0.032856886252811746,0.047317919714091335,0.0053593186225814856,0.0071419994993806675
178,hermann-gebauer-2,Hermann Gebauer,PIRATEN,Hameln-Pyrmont - Holzminden,-947.0247,176.07831,0.01941862668281143,0.0650586618086884,0.207113517668438,0.02194160406620401,0.02659638600937016
179,roland-gorsleben-2,Roland Gorsleben,DIE PARTEI,Mecklenburgische Seenplatte I - Vorpommern-Greifswald II,-77.362,83.48822,0.0,0.0,0.0,0.0,0.0
180,peter-paul-petzold,Peter Paul Petzold,DIE PARTEI,Uckermark - Barnim I,-117.361626,136.29024,0.0,0.0,0.0,0.0,0.026533215941938783
181,peter-schuppenhauer,Peter Schüppenhauer,FREIE WÄHLER,Hochtaunus,-158.84003,-228.8792,0.04058411033147424,0.008651156544283115,0.0,0.0,0.020786031639630026
182,dr-kirsten-kappert-gonther,Dr. Kirsten Kappert-Gonther,DIE GRÜNEN,Bremen I,309.88016,28.978909,0.012435665787215841,0.028705888138880614,0.012913837017670541,0.08316550833414138,0.02074763443677171
183,kerstin-kuhn,Kerstin Kühn,DIE LINKE,Märkisch-Oderland - Barnim II,-397.15512,-184.49193,0.015791888085425792,0.04535662754113908,0.026946387462765384,0.005059223666283825,0.026185729054654616
184,dierk-timm,Dierk Timm,SPD,Rhein-Erft-Kreis I,25.810734,145.71263,0.0,0.0,0.0,0.0,0.008043484946317259
185,judith-benda,Judith Benda,DIE LINKE,Berlin-Neukölln,238.89973,565.2111,0.0,0.0,0.07680175524416775,0.0,0.04883378834658942
186,caren-marks,Caren Marks,SPD,Hannover-Land I,168.3111,14.344927,0.003367482519855126,0.07613953280628237,0.06841674378370803,0.013773264738016452,0.043712519693598746
187,friedhild-miller,Friedhild Miller,Parteilos,Böblingen,476.3095,87.91783,0.006752324847195053,0.07977842329804104,0.021435455576904273,0.003980168519709404,0.023262431689728073
188,roman-francesco-rogat,Roman-Francesco Rogat,FDP,Berlin-Marzahn-Hellersdorf,-537.8796,-463.89774,0.025988763320685983,0.03576457098489059,0.05874663332496185,0.021143724627236238,0.04578512413851338
189,enrico-komning,Enrico Komning,AfD,Mecklenburgische Seenplatte I - Vorpommern-Greifswald II,-866.716,260.01245,0.005630448808373157,0.05708067876033542,0.10501403127034384,0.017580043030001057,0.0023717311786064428
190,alexander-von-wrese,Alexander von Wrese,AfD,Mülheim - Essen I,-189.63632,129.34767,0.0,0.0,0.0,0.0,0.0
191,bodo-delhey,Bodo Delhey,FREIE WÄHLER,Hanau,350.38245,-559.5947,0.0,0.1109789127163056,0.07585840919133664,0.029540324955020243,0.03539220061068632
192,alexander-gauland,Dr. Alexander Gauland,AfD,Frankfurt (Oder) - Oder-Spree,-889.7547,342.41278,0.0,0.0,0.16091474894735802,0.0,0.0061415644357706465
193,christoph-bernstiel,Christoph Bernstiel,CDU,Halle,-398.05902,-417.35052,0.048105705719424144,0.0,0.0,0.0,0.0
194,lea-magdalena-laux,Lea Magdalena Laux,PIRATEN,Saarlouis,-902.7399,308.09286,0.0033963910923295124,0.009521881947887272,0.13493622787274845,0.003872872919760029,0.0025422219713512177
195,manuel-lambers,Manuel Lambers,DIE LINKE,Berlin-Spandau - Charlottenburg Nord,66.46587,92.1944,0.012250609349471005,0.026875543264128603,0.01994972210090106,0.03581706374047699,0.05438040547717128
196,florian-reinhart,Florian Reinhart,ÖDP,Erlangen,367.52292,-219.19978,0.010111234577919102,0.010423827048953598,0.02847749904753791,0.13809213890961275,0.09717951242268597
197,bernhard-heck,Bernhard Heck,Parteilos,Mainz,-503.94986,158.34654,0.006310140186360677,0.0,0.041923726984508115,0.020845870381221186,0.004486139830188964
198,dr-christopher-gohl,Dr. Christopher Gohl,FDP,Tübingen,-63.19609,-458.92432,0.041539092175003525,0.047567141443085284,0.03832698186594655,0.0042412371731511,0.013192763731407969
199,dr-elmar-widder,Dr. Elmar Widder,UNABHÄNGIGE,Amberg,-790.61884,212.1725,0.0,0.01037695629914663,0.13545789619688575,0.02221437586236879,0.03243190404972586
200,rudolf-ristl,Rudolf Ristl,PIRATEN,Neu-Ulm,-269.6631,69.454124,0.0,0.0,0.0590492274930778,0.0,0.0
201,maik-schwarz,Maik Schwarz,DIE LINKE,Vogtlandkreis,-45.5584,432.07498,0.0,0.005484039075463794,0.059025163956707975,0.005463817871038488,0.06070826747961991
202,wolfgang-schrapp,Wolfgang Schrapp,FREIE WÄHLER,Neu-Ulm,-569.0844,23.820646,0.0059009076907790645,0.005864244334145953,0.06885333302231247,0.005689808141642961,0.04796807712222145
203,jurgen-purzner,Jürgen Purzner,PIRATEN,Erlangen,-178.08894,456.58817,0.004003852956308699,0.0,0.051272064253680825,0.006229808071951192,0.06642644965661397
204,peter-wenzel-2,Peter Wenzel,DIE LINKE,Pforzheim,-404.55328,320.6436,0.003859985580764675,0.0,0.050286255163190435,0.026917518212172246,0.031155039015906837
205,christoph-vandreier,Christoph Vandreier,Sozialistische Gleichheitspartei,Berlin-Tempelhof-Schöneberg,232.27875,442.5293,0.0,0.0,0.01340498659031565,0.010829123292864642,0.0268526250258292
206,ina-schumann,Ina Schumann,DIE PARTEI,Stuttgart II,-85.489075,-19.441872,0.0,0.05045682670368218,0.005556720220462651,0.008420694243162205,0.004244776856533166
207,anne-kruger,Anne Krüger,FDP,Recklinghausen I,849.9827,-176.49034,0.031624272081878554,0.20055230207663466,0.02412026119609089,0.004853278364572534,0.044192224780020974
208,mathias-baur,Mathias Baur,FDP,Straubing,-336.34567,-453.89465,0.1364181588425503,0.0,0.0,0.02147499080277766,0.05178320363001753
209,gabriele-ungers,Gabriele Ungers,DIE LINKE,Saarbrücken,420.31564,362.98285,0.0,0.039406804138910435,0.014326132423521919,0.028072373592686384,0.1723578318454489
210,dietmar-grahl,Dietmar Grahl,NPD,Dresden I,-489.5,265.3538,0.0,0.052279056096530496,0.059616020359773564,0.007573725460359201,0.06898255154861073
211,ulla-jelpke,Ulla Jelpke,DIE LINKE,Dortmund I,-211.9182,430.51746,0.007485354031527339,0.0,0.12536574397848574,0.004987513653135111,0.047125964305002786
212,michael-jantzer,Dr. Michael Jantzer,SPD,Stuttgart II,-28.736103,-281.88586,0.07883180177129,0.010139356987528068,0.0,0.06827404685128051,0.06484362044979672
213,esther-dilcher,Esther Dilcher,SPD,Waldeck,890.3107,-156.0079,0.007042334127000288,0.16127785012053095,0.026963811881178808,0.003002577605935389,0.11528469884708238
214,uwe-schulz-2,Uwe Schulz,AfD,Gießen,-247.77237,-370.04892,0.044800168972258934,0.0,0.022874395502759052,0.01097870035055302,0.01715208534791015
215,dipl-med-wilfried-meisner,Wilfried Meißner,Parteilos,Saalfeld-Rudolstadt - Saale-Holzland-Kreis - Saale-Orla-Kreis,-692.03735,307.59378,0.0,0.02064013594535726,0.0820841543495204,0.003385877850262372,0.0
216,dr-anton-hofreiter,Dr. Anton Hofreiter,DIE GRÜNEN,München-Land,414.79272,-131.71947,0.008871049669618472,0.043629983404472106,0.04819223612123587,0.1415066200216503,0.05398874692848781
217,martin-marino-haffner,Martin Marino-Haffner,FREIE WÄHLER,Mannheim,-368.58707,92.021484,0.0,0.0071952345973788625,0.013178282216651729,0.0,0.039766683165314905
218,maurice-muller,Stadtrat Maurice Müller,DIE GRÜNEN,Bremen II - Bremerhaven,-61.08542,-131.92842,0.0069528915291519975,0.020136817459130683,0.01472789449825656,0.05954221006545876,0.005404502903256361
219,norbert-seidl,Norbert Seidl,BAYERNPARTEI,München-West/Mitte,-897.8631,386.32623,0.004369421763846879,0.008651396217406356,0.17440937207264598,0.009416037948092482,0.03149750459490062
220,prof-dr-joachim-schulze,Prof. Dr. Joachim Schulze,DIE GRÜNEN,Görlitz,-651.63367,423.99106,0.0,0.008134672150541903,0.0558237638917849,0.03570369964903383,0.01837767926852799
221,norbert-mueller,Norbert Müller,DIE LINKE,Potsdam - Potsdam-Mittelmark II - Teltow-Fläming II,199.74217,289.9883,0.0,0.0,0.009715145627470487,0.0,0.030205880001647967
222,andreas-zieger,Andreas Zieger,DKP,Uckermark - Barnim I,216.72691,410.8002,0.0,0.0,0.01000299747466129,0.03716170227519111,0.01186665334444758
223,david-stoop,David Stoop,DIE LINKE,Hamburg-Bergedorf - Harburg,806.84,423.42795,0.0,0.03882036929252358,0.026821811875650747,0.005813423655891824,0.2586539485155019
224,tabitha-elkins,Tabitha Elkins,Parteilos,Worms,-665.07074,148.32541,0.013992918477568957,0.0694854192030938,0.07713464929132115,0.06431304036185831,0.02635308177919689
225,michael-droste,Michael Droste,DIE LINKE,Rhein-Sieg-Kreis II,857.1694,326.65146,0.0,0.0,0.0,0.0,0.3073017768424461
226,tabea-rosner,Tabea Rößner,DIE GRÜNEN,Mainz,98.94725,507.12543,0.0,0.045537370641621264,0.06557088045925341,0.03466255417172188,0.02350949160157541
227,marcus-lieder,Marcus Lieder,ÖDP,Dresden I,-776.0157,351.10562,0.011728953765857591,0.015426107329088938,0.12870070492154695,0.0,0.01661969031969239
228,renate-schiefer,Renate Schiefer,DIE LINKE,Fürstenfeldbruck,196.36809,449.15033,0.008998080869977406,0.016698352726125926,0.0328182804030144,0.046400718338611466,0.03812527633755624
229,andreas-paul,Andreas Paul,AfD,Oldenburg - Ammerland,-608.7522,-465.339,0.053502663270343205,0.051631041270618974,0.09060508106855532,0.0,0.04672153057165166
230,frank-michael-giebel,Frank Michael Giebel,Parteilos,Hamburg-Bergedorf - Harburg,86.97878,223.57779,0.0,0.0,0.03668833085767916,0.046218881598316885,0.034464406304800105
231,karen-haltaufderheide,Karen Haltaufderheide,DIE GRÜNEN,Hagen - Ennepe-Ruhr-Kreis I,327.05023,397.747,0.02244828752680051,0.03795136885391312,0.024723373714436992,0.0,0.06270332031767828
232,gerd-plorin,Gerd Plorin,AfD,Kleve,-400.66727,148.63399,0.01322324725575326,0.022522660589385037,0.003421756081364036,0.01076403336347485,0.030285736992440214
233,ulrike-tack,Ulrike Täck,DIE GRÜNEN,Segeberg - Stormarn-Mitte,-476.8719,-249.33908,0.02591926196429233,0.0060749983717228034,0.09787011750083288,0.10292082961451927,0.004660810949857015
234,andreas-buttner,Andreas Büttner,DIE LINKE,Uckermark - Barnim I,839.7764,436.33826,0.014433595461333862,0.04125333561959287,0.04456271204612389,0.009268912457988764,0.21144911140791006
235,markus-rasp,Markus Rasp,DIE GRÜNEN,Emmendingen - Lahr,296.88412,-116.61773,0.020782692125011992,0.0,0.014051160045164643,0.07474639166447562,0.07646096266922818
236,guido-korber,Guido Körber,PIRATEN,Dahme-Spreewald - Teltow-Fläming III - Oberspreewald-Lausitz I,-446.84442,447.3421,0.007783263793012162,0.011254913454964694,0.060969398334296626,0.01366743392752245,0.01805444174201633
237,kordula-schulz-asche,Kordula Schulz-Asche,DIE GRÜNEN,Main-Taunus,319.85022,295.17404,0.0,0.06283307576629242,0.048533326600493115,0.0,0.012948203129141307
238,ellen-renne,Ellen Renne,Parteilos,Altmark,-670.1042,183.95486,0.008577073930222756,0.05771681458008199,0.10189612588416573,0.07218938507900245,0.06442928754563794
239,helmut-bohn-klein,Helmut Bohn-Klein,MLPD,Homburg,149.0318,271.38977,0.0,0.014287944497894188,0.0058428964377619215,0.013088041004786888,0.04091749645904805
240,katrin-helling-plahr,Katrin Helling-Plahr,FDP,Hagen - Ennepe-Ruhr-Kreis I,587.901,-7.345356,0.008880654690140918,0.08573437866431183,0.02775464345820619,0.003634399136291744,0.06466606720715554
241,karin-van-der-most,Dipl. Soz.wiss. Karin van der Most,FDP,Solingen - Remscheid - Wuppertal II,-551.2286,-580.70966,0.06683979756839578,0.04497616540486474,0.09635672095057587,0.025011368128557542,0.05294457717202873
242,markus-humpfer,Markus Hümpfer,SPD,Schweinfurt,665.3567,-9.087852,0.0,0.03849705543272941,0.0,0.0,0.06041631871688088
243,alexander-schestag,Alexander Schestag,PIRATEN,Heidelberg,-936.79956,309.55518,0.010025283640966852,0.029702698822378294,0.1617990478795967,0.0015486464178359439,0.0363176961937338
244,eva-hogl,Dr. Eva Högl,SPD,Berlin-Mitte,304.36975,370.77777,0.007176947754872755,0.03363832875231791,0.039504033937504214,0.007418037183951468,0.049630054303895055
245,trutz-ulrich-stephani,Trutz-Ulrich Stephani,FDP,Offenburg,-301.09543,-312.66122,0.014016499614599916,0.0,0.05620199640992225,0.010206073000348577,0.04938543364982809
246,robert-gabel,Robert Gabel,Tierschutzpartei,Vorpommern-Rügen - Vorpommern-Greifswald I,266.7277,-280.3137,0.011981812205187459,0.043191887151343006,0.0037330368673085678,0.0998044069456737,0.031119507621481694
247,hans-martin-grotsch,Hans Martin Grötsch,FREIE WÄHLER,Hof,246.19792,-633.5914,0.0,0.005292101478488335,0.028342269893619636,0.014465709858735331,0.004833316617601796
248,martin-schulz-1,Martin Schulz,SPD,,9.5988,-418.9951,0.08761212823185176,0.1726981973540304,0.0,0.0,0.056422920726259186
249,mark-helfrich,Mark Helfrich,CDU,Steinburg - Dithmarschen Süd,161.87236,-721.4381,0.024538372195702915,0.06892806720956139,0.04707953354051954,0.05967601033216573,0.02950514326930726
250,konrad-wanner,Konrad Wanner,DIE LINKE,Heilbronn,841.9121,389.07938,0.0,0.0,0.0,0.009176650626461749,0.2493826297723859
251,wolfgang-maurer-2,Wolfgang Maurer,FREIE WÄHLER,Calw,-316.35092,30.006432,0.0,0.011083364422253316,0.05711513523677277,0.03512456533351207,0.0
252,udo-bonn,Udo Bonn,DIE LINKE,Düsseldorf I,-24.6267,218.27893,0.034827375249183105,0.012529170907459437,0.027101839813691853,0.0034349985623882444,0.0687387320353889
253,bernhard-goodwin,Dr. Bernhard Goodwin,SPD,München-West/Mitte,469.70557,295.68777,0.021372910304568664,0.09528282248858108,0.07922839224803381,0.0,0.10952266046989027
254,michael-leutert,Michael Leutert,DIE LINKE,Chemnitz,181.55132,510.89447,0.0,0.022170177681324458,0.03962034331254995,0.0,0.059895006168970914
255,dirk-willing,Dirk Willing,MLPD,Mettmann II,126.10484,372.29254,0.0,0.0,0.03978124886676539,0.008044931444377736,0.0
256,marie-agnes-strack-zimmermann,Dr. Marie-Agnes Strack-Zimmermann,FDP,Düsseldorf I,-309.85965,-228.78542,0.02114782702608753,0.02735200404173872,0.04870552856235478,0.0041990683358253756,0.01787203394154569
257,annalena-baerbock,Annalena Baerbock,DIE GRÜNEN,Potsdam - Potsdam-Mittelmark II - Teltow-Fläming II,264.48816,-222.295,0.015315113516702497,0.007535395171804525,0.02560071859909776,0.0855907533903377,0.035179974587171245
258,thomas-schlick,Thomas Schlick,AfD,Helmstedt - Wolfsburg,-746.05994,167.59204,0.0,0.0461648309968864,0.09687452428113998,0.006175689733582261,0.0123288826019186
259,marc-biadacz,Marc Biadacz,CDU,Böblingen,-98.644295,-254.81502,0.0,0.019153580426073683,0.024556191825292638,0.0,0.018943928965678376
260,matthias-birkwald,Matthias W. Birkwald,DIE LINKE,Köln II,940.1358,425.82513,0.010322212398064476,0.009614458667979563,0.028211708281408933,0.004466607240229868,0.3432053700938017
261,ingo-weidelt,Ingo Weidelt,Parteilos,Elbe-Elster - Oberspreewald-Lausitz II,-630.8776,264.27646,0.0,0.0,0.14085198279386651,0.0,0.0
262,dr-birgit-malecha-nissen,Dr. Birgit Malecha-Nissen,SPD,Plön - Neumünster,807.64923,-130.12631,0.013472557879653187,0.21673215418005468,0.014182582121232103,0.0,0.0023112138142660837
263,matthias-gottfried,Matthias Gottfried,Tierschutzpartei,Stuttgart II,151.30615,-153.97258,0.02010065610181619,0.0,0.010617155627557088,0.096669582011446,0.02387973491789573
264,tobias-bacherle,Tobias B.  Bacherle,DIE GRÜNEN,Böblingen,-119.076744,-415.4495,0.016453115643598783,0.012822876173036284,0.007540043870157964,0.0,0.0
265,sebastian-brehm,Sebastian Brehm,CSU,Nürnberg-Nord,-579.1676,-362.53134,0.026055419491139098,0.04856801835339366,0.05384196227617759,0.0075499211073641066,0.08959343830958078
266,peter-schreiber,Peter Schreiber,NPD,Meißen,-589.39417,-157.52855,0.0035975949766611595,0.028327562030981083,0.0364222808962002,0.015417516949631432,0.017044676504104427
267,katrin-goring-eckardt,Katrin Göring-Eckardt,DIE GRÜNEN,Erfurt - Weimar - Weimarer Land II,-13.240934,23.300627,0.0,0.0,0.0,0.0,0.0
268,dr-rolf-william-albach,Dr. Rolf Albach,FDP,Leverkusen - Köln IV,102.9586,-35.726532,0.0,0.0,0.011237503342218869,0.07083689194489479,0.0
269,thomas-sattelberger,Thomas Sattelberger,FDP,München-Süd,-425.48196,-556.1883,0.1105763716645614,0.06370282380519765,0.020266521697820686,0.01793960596428381,0.022595401760944614
270,felix-schmidt,Felix Schmidt,DIE GRÜNEN,Pirmasens,393.70596,-314.46222,0.0,0.005634824362190135,0.1015269002027805,0.11994051580562515,0.008033523717864213
271,christian-weidner,Christian Weidner,DIE LINKE,Weiden,935.11383,330.44424,0.013854256033194729,0.06449203061312216,0.024753304792186216,0.03768676024258734,0.1944336776848749
272,jeff-staudacher,Jeff Staudacher,FDP,Cottbus - Spree-Neiße,-401.5542,-449.9961,0.05729902485244201,0.061278395577406476,0.031780688960354214,0.016643900798104634,0.049937042034033235
273,bernd-kirmes,Bernd Kirmes,FREIE WÄHLER,Gütersloh I,-153.19878,-316.30597,0.04092405811932565,0.010012446736165059,0.021423908741282898,0.0,0.06890587102524685
274,stephan-protschka,Stephan Protschka,AfD,Rottal-Inn,-824.16223,191.61253,0.0,0.06593096555708014,0.18268913512664875,0.006244040699638525,0.0
275,otto-fricke,Otto Fricke,FDP,Krefeld I - Neuss II,-259.03848,-296.60715,0.010292326133623369,0.02336892841448679,0.016244234914590382,0.020675106265049887,0.031392710214446534
276,herbert-woerlein,Herbert Woerlein,SPD,Augsburg-Land,719.74817,23.581385,0.015314678172819052,0.09981498035798418,0.014633732042368137,0.0243992104876173,0.07733374630128809
277,irene-garcia-garcia,Irene Garcia Garcia,DIE VIOLETTEN,Regensburg,-609.7911,360.9595,0.0,0.05200821896392425,0.14674829045364812,0.0043975122679522,0.026670637083303445
278,michael-kiefer,B.Sc. Michael Kiefer,DIE PARTEI,Saarlouis,-444.19565,111.60046,0.01779339694580847,0.00814912781355433,0.03208217033560422,0.01493158389369006,0.005679010363358461
279,rene-springer,René Springer,AfD,Potsdam - Potsdam-Mittelmark II - Teltow-Fläming II,-957.8862,228.4486,0.016545756270161305,0.030927369089854988,0.15157672857324533,0.020551414538923438,0.053592119542730535
280,benjamin-grimm,Dr. Benjamin Grimm,SPD,Oberhavel - Havelland II,804.48944,-199.81175,0.0,0.11665072028747335,0.011992934947362395,0.009023782115772377,0.07179674882428858
281,stephan-heintze,Stephan Heintze,FREIE WÄHLER,Kleve,-626.24493,-171.67001,0.0,0.023256571229788147,0.16183521418223298,0.0029822285516003465,0.008305862885990237
282,richard-jorg-jansen,Richard Jörg Jansen,DIE PARTEI,Krefeld II - Wesel II,-2.4777539,111.33766,0.0,0.0,0.02235080853934721,0.008919262040300807,0.054352619206900134
283,christian-winklmeier,Christian Winklmeier,SPD,Starnberg - Landsberg am Lech,297.09457,-588.9798,0.03908765897437011,0.06635190386754873,0.03286915930879167,0.04472673715011232,0.059694649316289934
284,maik-ausendorf,Maik Außendorf,DIE GRÜNEN,Rheinisch-Bergischer Kreis,292.3845,-257.34213,0.0,0.008825355493023237,0.003166817932579885,0.14464587202945778,0.027107891089315782
285,parwaneh-tayabeh-bokah,Parwaneh Tayabeh Bokah Tamejani,DIE LINKE,Stadt Hannover II,437.16653,445.61237,0.0,0.03889566147642009,0.008423728052161624,0.0,0.10134889052647053
286,anna-christmann,Dr. Anna Christmann,DIE GRÜNEN,Stuttgart II,-501.00446,-314.9234,0.04316368591832923,0.014596929928122126,0.11011428417115936,0.054525192461258254,0.01622074608073325
287,daniel-fost,Daniel Föst,FDP,München-Nord,-469.37018,-428.34778,0.05273744246350719,0.1392580179611227,0.09047943027897468,0.0037908438921270865,0.028198458134815488
288,dr-diether-dehm,Dr. Diether Dehm,DIE LINKE,Hannover-Land I,108.39333,147.06462,0.0,0.00762373037373183,0.0,0.0,0.05646475329225364
289,bettina-stark-watzinger,Bettina Stark-Watzinger,FDP,Main-Taunus,-449.2232,-495.3813,0.014591279125434146,0.06075310723444925,0.026652061760821924,0.0,0.023124936442711512
290,gerhard-dieter-anton-bruckner,Gerhard Dieter Anton BRUCKNER,DIE PARTEI,München-Süd,-690.74457,258.3761,0.0,0.005678821391260384,0.10078687097435553,0.017366543384084415,0.039434582628961
291,timon-gremmels,Timon Gremmels,SPD,Kassel,160.88304,-542.7933,0.01715188415523118,0.014116450402807644,0.0031280077632637585,0.02080368359276635,0.02296913380437041
292,manfred-johannes-setter,Manfred Johannes Setter,MLPD,Schweinfurt,136.69409,339.58234,0.0,0.0,0.02002114944892629,0.0,0.0
293,fabian-stoffel,Fabian Stoffel,DIE LINKE,Herford - Minden-Lübbecke II,261.20944,-34.094166,0.04270200216432513,0.0153220553939732,0.011907295692543594,0.03783713683121157,0.017754275706672915
294,uwe-kamann,Uwe Kamann,AfD,Oberhausen - Wesel III,-369.29178,-466.61203,0.06728867906492297,0.040051007232855255,0.0055870856127797925,0.0,0.02088017569718705
295,felix-moller,Felix Möller,DIE GRÜNEN,Wiesbaden,185.9231,-291.5176,0.027841031454094105,0.028013213852272702,0.044584310812483235,0.10012707396708154,0.06262281940829484
296,eduard-mesmer,Eduard Meßmer,FREIE WÄHLER,Rastatt,-925.8494,341.64795,0.0,0.0,0.2595954012737405,0.0058580768603179,0.02445768111880957
297,alexander-tietz-latza,Alexander Tietz-Latza,DIE GRÜNEN,Aachen II,201.6581,255.80843,0.024243204814314204,0.0,0.036208848537096563,0.05151899732077201,0.02094437461931637
298,karl-wolfgang-engewicht,Karl Wolfgang Engewicht,FREIE WÄHLER,Prignitz - Ostprignitz-Ruppin - Havelland I,-259.17648,162.24594,0.0,0.04969930926417455,0.005437006969827519,0.03347311310202532,0.015802172749248486
299,fabio-de-masi,Fabio De Masi,DIE LINKE,,503.7579,363.30945,0.0,0.03283273614376813,0.0,0.0137013697813824,0.09576728113893078
300,grigorios-aggelidis,Grigorios Aggelidis,FDP,Hannover-Land I,244.70572,34.511932,0.028300671128150382,0.0,0.012081309087442262,0.0,0.05696469195654745
301,oswald-greim,Oswald Greim,DIE LINKE,Kulmbach,683.0452,310.91415,0.015021770273477082,0.022008918023699267,0.0434206301138949,0.014109584832961191,0.08330454452924389
302,bernd-essler,Bernd Essler,AfD,Düren,-649.72784,67.59593,0.005447439319584481,0.024863115967422654,0.09006109377050776,0.0096533800616563,0.016895192132447917
303,marion-terhalle,Marion Terhalle,FDP,Unterems,-130.6685,-502.2475,0.026450724970281884,0.08254972367052403,0.04329415996589005,0.0059161809635201006,0.005744875676028067
